"Stars","ElapsedTime","Interest","Contributors","CommunityInterest","ExternalContributors","DeveloperExperience","OwnerEngagement","OwnerSpectrum","TotalVertices","C1C1","C1C2","C1C3","C1C4","C2C2","C2C3","C2C4","C3C3","C3C4","C4C4","RepeatInteractions","total.distinct","TotalEdges"
76,989.657,13,10,9,10,17623,0,0,10,16,0,0,30,0,0,0,0,0,5,7,38,45
4,233.834,7,6,6,6,17623,0,0,6,13,0,0,5,0,0,0,0,0,0,3,12,15
15,210.902,16,5,13,4,24,45,39,5,5,2,2,8,0,1,7,0,1,0,5,5,10
1,566.121,6,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3
1023,305.309,25,19,21,19,17623,0,0,19,164,5,1,22,0,0,1,0,0,0,20,151,171
4,147.464,5,5,3,5,17623,0,0,5,6,0,0,4,0,0,0,0,0,0,4,6,10
7,222.147,5,3,4,3,17623,0,0,3,2,0,0,5,0,0,0,0,0,0,3,0,3
3,92.145,3,3,2,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,3,0,3
1787,177.779,25,20,24,20,17623,0,0,20,178,11,0,23,0,0,0,0,0,0,14,176,190
5,717.655,9,9,9,9,17623,0,0,9,26,0,4,6,0,0,0,0,0,0,0,36,36
4,628.998,15,6,5,5,249,375,145,6,5,0,2,21,0,0,0,0,2,13,8,7,15
1,246.013,3,3,2,2,122,292,277,3,0,0,0,2,0,0,0,0,0,1,2,1,3
1,278.706,6,3,5,3,17623,0,0,3,5,0,0,2,0,0,0,0,0,0,2,1,3
3,518.959,6,3,2,2,249,375,145,3,1,0,0,0,0,0,0,0,0,7,3,0,3
2,821.686,4,4,4,4,17623,0,0,4,3,0,0,3,0,0,0,0,0,0,0,6,6
10,618.428,10,9,9,8,331,99,0,9,15,1,0,23,0,0,0,0,0,4,15,21,36
10,583.369,7,7,5,7,17623,0,0,7,10,0,0,10,0,0,0,0,0,1,4,17,21
2,961.555,10,7,8,7,17623,0,0,7,13,0,0,17,0,0,0,0,0,0,4,17,21
6,367.333,6,5,5,5,17623,0,0,5,3,0,0,7,0,0,0,0,0,1,4,6,10
3,170.262,4,3,1,3,17623,0,0,3,0,0,0,2,0,0,0,0,0,1,1,2,3
333,261.802,25,11,24,11,17623,0,0,11,111,8,4,23,0,0,1,0,0,0,39,16,55
24,790.607,23,11,20,11,17623,0,0,11,64,1,0,52,0,0,1,0,0,5,37,18,55
50,318.834,25,13,22,13,92,138,8,13,84,0,0,62,0,0,0,0,0,3,59,19,78
16,740.066,21,19,18,19,17623,0,0,19,130,0,0,51,0,0,0,0,0,3,21,150,171
7,896.482,10,10,9,10,17623,0,0,10,36,0,0,9,0,0,0,0,0,0,0,45,45
6,215.895,10,7,9,7,17623,0,0,7,26,0,0,6,0,0,0,0,0,0,11,10,21
3,578.637,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,594.986,7,4,5,3,331,99,0,4,0,0,0,4,0,0,0,0,0,4,4,2,6
3,235.188,3,3,2,3,17623,0,0,3,0,0,0,1,0,0,0,0,0,2,1,2,3
4,237.289,3,3,1,3,17623,0,0,3,0,0,0,2,0,0,0,0,0,1,1,2,3
69,525.567,25,21,23,21,331,99,0,21,188,0,0,64,0,0,0,0,0,4,28,182,210
778,184.511,25,24,24,24,17623,0,0,24,254,0,0,23,0,0,0,0,0,0,29,247,276
4,139.024,9,4,9,4,17623,0,0,4,7,2,0,1,0,0,3,0,0,1,6,0,6
1,683.932,8,3,1,2,249,375,145,3,0,0,0,1,0,0,0,0,0,11,3,0,3
1,104.867,7,5,6,5,17623,0,0,5,6,0,0,6,0,0,0,0,0,0,4,6,10
135,196.97,25,19,25,19,17623,0,0,19,177,0,0,24,0,0,0,0,0,0,29,142,171
1,1032.636,6,4,6,4,17623,0,0,4,4,0,0,5,0,0,0,0,0,0,2,4,6
7,580.205,7,5,4,4,331,99,0,5,1,0,0,8,0,0,0,0,0,5,6,4,10
6,232.324,6,3,4,3,17623,0,0,3,1,0,0,6,0,0,0,0,0,0,2,1,3
1,574.139,4,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,210.331,3,3,1,3,17623,0,0,3,0,1,0,1,0,0,1,0,0,0,2,1,3
5,2.04,3,3,2,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
1,566.845,6,4,3,3,331,99,0,4,0,0,0,0,0,0,2,0,1,5,6,0,6
2,222.6,5,3,4,3,17623,0,0,3,0,0,1,3,0,0,1,0,0,2,2,1,3
2,501.233,5,4,4,4,17623,0,0,4,2,0,1,4,0,0,0,0,1,0,6,0,6
4,637.964,6,4,3,3,118,84,22,4,1,0,0,7,0,0,0,0,0,3,4,2,6
33,923.793,25,18,19,17,92,138,8,18,134,2,0,90,0,0,0,0,0,11,51,102,153
1,163.337,3,3,2,3,17623,0,0,3,0,0,1,1,0,0,0,0,0,1,0,3,3
1,556.111,5,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
3,556.12,7,5,5,4,331,99,0,5,0,0,0,0,0,0,0,1,8,7,10,0,10
12,629.949,8,6,7,6,17623,0,0,6,10,0,0,6,0,0,0,0,0,0,1,14,15
2,100.042,9,5,8,5,17623,0,0,5,7,0,0,10,0,0,0,0,0,0,3,7,10
95,528.804,25,19,22,19,115,96,66,19,146,8,12,46,0,0,1,0,2,1,43,128,171
26,178.094,20,15,17,15,17623,0,0,15,108,0,0,45,0,0,0,0,0,0,42,63,105
3,716.192,6,3,0,2,97,40,4,3,0,0,0,2,0,0,0,0,0,3,3,0,3
35,546.341,25,14,23,14,17623,0,0,14,85,9,1,52,0,0,2,0,0,0,29,62,91
3,262.943,5,4,5,4,17623,0,0,4,1,0,0,6,0,0,0,0,0,2,3,3,6
14,270.754,7,3,4,3,17623,0,0,3,0,1,0,6,0,0,0,0,0,4,2,1,3
1,538.851,8,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,7,3,0,3
4,204.453,6,5,5,5,17623,0,0,5,6,0,0,5,0,0,0,0,0,1,2,8,10
1,200.657,6,3,5,3,17623,0,0,3,1,0,0,6,0,0,1,0,0,0,2,1,3
1,200.662,5,3,3,3,17623,0,0,3,1,0,0,6,0,0,0,0,0,0,2,1,3
5,195.489,6,3,4,3,17623,0,0,3,2,0,0,7,0,0,0,0,0,0,3,0,3
1,546.197,5,3,3,3,17623,0,0,3,0,0,0,2,0,0,1,0,0,0,1,2,3
4,194.155,5,3,4,3,17623,0,0,3,1,0,0,3,0,0,0,0,0,1,1,2,3
1,535.107,5,3,3,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
2,194.105,5,3,3,3,17623,0,0,3,1,0,0,5,0,0,0,0,0,0,2,1,3
53,223.45,25,16,24,16,331,99,0,16,96,2,6,47,0,0,0,0,2,2,35,85,120
2,187.308,7,4,6,4,17623,0,0,4,5,0,0,8,0,0,0,0,0,0,4,2,6
2,349.94,7,4,5,4,17623,0,0,4,3,0,0,6,0,0,0,0,0,0,2,4,6
2,259.23,8,6,6,6,17623,0,0,6,10,0,0,7,0,0,0,0,0,0,1,14,15
10,523.177,6,4,1,3,331,99,0,4,0,0,0,0,0,0,0,0,0,9,6,0,6
5,178.104,19,6,17,6,17623,0,0,6,20,2,3,25,0,0,1,0,2,0,15,0,15
2,162.966,5,3,2,3,17623,0,0,3,0,0,0,4,0,0,0,0,0,1,3,0,3
2,174.099,6,3,3,3,17623,0,0,3,0,1,0,5,0,0,3,0,0,0,2,1,3
7,428.105,15,5,12,5,17623,0,0,5,5,4,0,17,0,0,5,0,0,5,10,0,10
7,170.089,6,4,3,4,17623,0,0,4,1,0,0,7,0,0,0,0,0,2,5,1,6
3,151.428,3,3,1,3,17623,0,0,3,0,0,1,1,0,0,0,0,1,0,2,1,3
2,693.873,4,3,0,2,97,40,4,3,0,0,0,0,0,0,0,0,0,3,3,0,3
1,50.19,4,3,3,3,17623,0,0,3,1,0,0,4,0,0,0,0,0,0,2,1,3
5,3.226,8,7,6,6,16,488,486,7,15,0,0,12,0,0,0,0,0,0,6,15,21
3,367.224,6,4,2,3,331,99,0,4,0,0,0,3,0,0,0,0,0,5,5,1,6
5,266.319,15,4,4,3,249,375,145,4,0,0,0,12,0,0,0,0,0,19,6,0,6
2,40.699,3,3,2,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
2,269.904,4,4,3,4,17623,0,0,4,3,0,0,3,0,0,0,0,0,0,0,6,6
5,369.897,5,4,3,3,331,99,0,4,0,0,1,4,0,0,0,0,2,1,5,1,6
79,261.282,25,18,24,18,331,99,0,18,150,0,8,32,0,0,0,0,0,0,23,130,153
1,273.946,4,3,1,2,9,18,16,3,0,0,0,2,0,0,0,0,0,2,1,2,3
3,575.034,5,5,4,5,17623,0,0,5,1,0,0,6,0,0,0,0,0,3,4,6,10
3,467.4,11,5,4,4,249,375,145,5,0,1,2,2,0,1,2,1,7,7,7,3,10
1,617.931,4,3,2,3,17623,0,0,3,0,0,0,0,0,0,0,0,2,1,3,0,3
192,229.233,25,19,21,19,5,0,0,19,124,1,11,40,0,0,2,0,2,3,3,168,171
569,131.345,25,21,23,21,331,99,0,21,197,0,0,63,0,0,0,0,0,1,62,148,210
8,109.662,7,6,4,6,17623,0,0,6,6,0,0,12,0,0,0,0,0,1,5,10,15
5,587.132,6,3,2,2,249,375,145,3,0,0,0,2,0,0,0,0,0,5,3,0,3
5,86.395,9,6,8,6,17623,0,0,6,17,0,0,5,0,0,0,0,0,0,5,10,15
50,104.846,25,21,25,21,9,18,16,21,247,0,0,0,0,0,0,0,0,0,37,173,210
50,109.671,22,20,21,20,17623,0,0,20,145,4,4,47,0,0,0,0,0,2,31,159,190
3,369.861,4,3,3,2,331,99,0,3,0,0,0,2,0,0,0,0,0,1,2,1,3
8,391.449,9,6,8,6,17623,0,0,6,9,1,0,6,0,0,2,0,0,1,5,10,15
8,632.17,11,11,10,11,17623,0,0,11,28,0,8,16,0,0,0,0,2,1,2,53,55
5,690.362,13,10,11,10,17623,0,0,10,10,0,3,27,0,0,0,0,3,9,17,28,45
3,789.249,4,4,0,4,17623,0,0,4,0,0,0,0,0,0,0,0,0,5,5,1,6
2,71.836,4,3,3,3,17623,0,0,3,0,0,0,1,0,0,1,0,1,1,1,2,3
8,797.923,7,6,1,5,8,2,0,6,2,0,0,11,0,0,0,0,0,5,10,5,15
32,661.236,25,15,18,14,118,84,22,15,75,13,0,68,0,0,12,0,0,11,44,61,105
2,461.902,12,9,8,8,331,99,0,9,6,0,4,16,0,0,0,0,4,12,15,21,36
6,408.976,5,3,3,2,15,5,4,3,1,0,0,4,0,0,0,0,0,0,1,2,3
2,460.025,11,5,5,4,331,99,0,5,0,0,0,10,0,0,0,0,0,11,10,0,10
4,563.17,9,6,4,5,249,375,145,6,2,0,0,8,0,0,0,0,2,1,6,9,15
59,700.558,25,20,23,20,17,17,5,20,145,7,11,54,0,0,1,0,2,3,68,122,190
4,842.65,7,6,3,5,249,375,145,6,2,0,0,9,0,0,0,0,0,3,8,7,15
9,177.837,16,6,13,6,17623,0,0,6,11,2,5,19,0,0,1,0,5,7,9,6,15
11,467.448,5,3,1,2,249,375,145,3,0,0,0,2,0,0,0,0,0,3,1,2,3
0,371.088,6,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
4,52.889,8,4,7,4,17623,0,0,4,1,0,7,3,0,0,1,0,2,1,5,1,6
7,804.929,11,3,9,3,17623,0,0,3,0,0,0,10,0,0,0,0,1,0,3,0,3
2,673.362,5,5,4,5,17623,0,0,5,0,0,1,5,0,0,0,0,0,3,3,7,10
21,586.455,12,10,10,10,17623,0,0,10,24,1,5,16,0,1,1,0,1,2,10,35,45
5,297.273,6,5,3,4,40,111,100,5,3,0,0,9,0,0,0,0,0,2,4,6,10
79,168.236,25,16,22,15,249,375,145,16,106,12,21,33,0,0,4,0,2,2,41,79,120
10,539.412,10,6,4,5,97,40,4,6,5,0,0,16,0,0,0,0,0,5,9,6,15
6,467.415,7,3,1,2,249,375,145,3,0,0,0,2,0,0,0,0,0,5,1,2,3
1,173.983,8,4,4,4,17623,0,0,4,1,0,0,8,0,0,0,0,0,1,4,2,6
9,790.89,12,4,12,4,17623,0,0,4,2,1,1,10,0,0,2,0,1,0,3,3,6
5,167.216,7,6,4,6,17623,0,0,6,6,0,0,10,0,0,0,0,0,1,5,10,15
294,692.008,25,25,23,25,5,0,0,25,253,0,0,46,0,0,0,0,0,1,10,290,300
23,680.134,19,12,18,12,17623,0,0,12,24,5,2,33,0,0,3,0,3,4,8,58,66
1,248.159,3,3,0,3,17623,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3
4,524.425,10,4,4,3,249,375,145,4,0,0,0,0,0,0,0,0,3,12,5,1,6
4,55.282,4,4,3,4,17623,0,0,4,3,1,2,0,0,0,0,0,0,0,0,6,6
1,418.59,4,3,3,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,2,1,3
10,649.251,12,7,5,6,249,375,145,7,5,0,0,19,0,0,0,0,0,17,6,15,21
2,522.915,6,3,1,2,249,375,145,3,0,0,0,5,0,0,0,0,0,4,2,1,3
9,522.359,13,6,4,5,249,375,145,6,1,0,0,15,0,0,0,0,0,22,10,5,15
28,751.294,17,15,15,14,115,96,66,15,45,0,0,54,0,0,0,0,0,12,24,81,105
6,467.445,7,3,1,2,249,375,145,3,0,0,0,2,0,0,0,0,0,5,1,2,3
4,408.002,3,3,0,2,97,40,4,3,0,0,0,0,0,0,0,0,0,3,3,0,3
75,685.892,25,22,20,21,57,255,183,22,170,5,9,54,0,0,0,0,1,3,27,204,231
17,698.985,13,13,13,13,17623,0,0,13,66,0,0,12,0,0,0,0,0,0,0,78,78
1,545.356,5,3,1,2,57,255,183,3,0,0,0,4,0,0,0,0,0,3,2,1,3
2,304.494,3,3,2,3,17623,0,0,3,0,0,0,2,0,0,0,0,0,1,1,2,3
96,558.108,19,15,16,15,17623,0,0,15,93,3,1,22,0,0,0,0,0,0,15,90,105
1,22.157,5,4,2,4,17623,0,0,4,1,0,1,5,0,0,0,0,1,1,3,3,6
18,833.058,13,9,6,8,92,138,8,9,3,0,0,20,0,0,7,0,0,20,18,18,36
11,765.206,13,11,11,10,331,99,0,11,36,0,0,22,0,0,0,0,0,1,4,51,55
10,207.428,12,12,11,12,17623,0,0,12,41,2,8,14,0,0,0,0,1,0,1,65,66
3,785.763,4,4,0,3,17,17,5,4,0,0,0,0,0,0,0,0,0,5,4,2,6
132,170.128,10,8,7,8,17623,0,0,8,9,1,0,17,0,0,0,0,0,5,10,18,28
1,270.185,6,4,4,4,17623,0,0,4,2,0,0,6,0,0,0,0,0,1,4,2,6
33,112.747,25,15,25,15,331,99,0,15,88,2,10,38,0,0,2,0,1,2,34,71,105
1,39.988,3,3,0,3,17623,0,0,3,0,0,0,0,0,0,0,0,2,1,3,0,3
3,501.31,5,4,3,4,17623,0,0,4,1,0,0,3,0,0,0,0,0,2,3,3,6
2,119.323,10,5,6,4,122,292,277,5,2,2,2,8,0,0,3,0,1,3,9,1,10
2,396.216,6,3,5,2,331,99,0,3,0,0,0,2,0,0,1,0,0,3,2,1,3
1,541.183,5,4,2,4,97,40,4,4,0,0,0,2,0,0,0,0,0,4,4,2,6
7,245.255,10,8,8,8,17623,0,0,8,11,0,0,17,0,0,0,0,0,3,10,18,28
5,288.075,4,4,2,4,17623,0,0,4,1,0,0,4,0,0,0,0,0,1,2,4,6
1,374.045,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,53.227,6,3,0,2,57,255,183,3,0,0,0,2,0,0,0,0,1,4,2,1,3
1,383.469,5,4,3,3,331,99,0,4,0,1,0,3,0,0,0,0,0,4,5,1,6
4,369.891,6,3,4,2,331,99,0,3,0,0,0,3,0,0,0,0,0,1,3,0,3
5,227.871,6,6,4,5,40,111,100,6,6,0,0,8,0,0,0,0,0,1,5,10,15
2,370.73,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
2,373.909,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
4,438.926,9,5,6,4,331,99,0,5,3,0,0,8,0,0,0,0,0,1,5,5,10
11,173.099,25,6,22,5,249,375,145,6,1,0,0,16,0,0,6,0,11,23,6,9,15
1,368.233,5,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,5,3,0,3
3,792.277,7,7,4,7,17623,0,0,7,3,0,0,11,0,0,0,0,0,5,10,11,21
6,469.668,6,3,3,2,331,99,0,3,0,0,0,2,0,0,0,0,0,1,1,2,3
4,45.184,9,4,4,3,122,292,277,4,0,0,0,10,0,0,0,0,0,7,6,0,6
3,476.625,5,4,2,3,331,99,0,4,0,0,0,0,0,0,0,0,0,7,6,0,6
79,378.516,15,11,12,11,17623,0,0,11,19,1,6,33,0,0,4,0,7,11,26,29,55
5,363.143,8,4,3,3,331,99,0,4,0,0,0,4,0,0,0,0,0,7,5,1,6
105,655.92,9,8,7,8,17623,0,0,8,15,0,6,7,0,0,0,0,0,0,6,22,28
142,224.953,25,22,24,22,49,8,6,22,223,18,0,24,0,0,0,0,0,0,55,176,231
1731,109.699,25,13,23,13,17623,0,0,13,46,29,0,37,0,0,4,0,0,2,28,50,78
1,356.121,8,5,5,4,331,99,0,5,3,0,0,9,0,0,0,0,1,4,10,0,10
5,736.755,14,8,11,7,331,99,0,8,13,0,0,19,0,0,0,0,0,7,13,15,28
401,512.236,25,17,23,17,17623,0,0,17,136,11,8,33,0,0,0,0,0,0,50,86,136
8,539.511,6,5,4,5,17623,0,0,5,3,0,0,7,0,0,0,0,0,1,6,4,10
2,349.152,11,7,8,6,331,99,0,7,5,2,1,14,0,0,2,0,1,6,12,9,21
5,601.633,7,4,5,4,17623,0,0,4,0,1,0,4,0,0,1,0,0,1,3,3,6
2,546.704,9,6,6,6,17623,0,0,6,7,0,0,11,0,0,0,0,0,1,5,10,15
4,347.128,7,4,2,3,331,99,0,4,0,0,0,3,0,0,0,0,0,6,4,2,6
1,347.128,4,3,1,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
1,342.753,4,3,1,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
327,412.574,25,23,24,23,17623,0,0,23,262,0,0,24,0,0,0,0,0,0,33,220,253
4,247.359,8,7,6,7,17623,0,0,7,8,0,0,14,0,0,0,0,0,3,11,10,21
13,461.42,25,21,22,21,71,33,6,21,149,16,15,47,0,0,1,0,2,2,41,169,210
1,339.74,5,4,2,3,331,99,0,4,0,0,0,4,0,0,0,0,0,4,5,1,6
5,338.982,4,3,1,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
9,81.439,19,6,16,6,17623,0,0,6,18,3,4,20,0,0,4,0,2,2,13,2,15
3,337.184,9,3,5,2,331,99,0,3,0,0,0,0,0,0,0,0,0,6,3,0,3
22,694.732,22,9,16,8,90,120,103,9,12,9,6,32,2,0,10,0,6,7,18,18,36
1,347.968,17,4,7,3,249,375,145,4,5,0,0,17,0,0,0,0,0,0,3,3,6
24,319.426,16,10,15,9,331,99,0,10,18,0,6,27,0,0,0,0,3,6,13,32,45
5,293.056,4,3,1,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
6,437.947,11,4,5,3,118,84,22,4,1,0,0,13,0,0,0,0,0,4,5,1,6
6,631.233,10,8,7,7,115,96,66,8,10,0,0,15,0,0,0,0,0,5,7,21,28
1,33.991,3,3,1,3,17623,0,0,3,0,0,0,0,0,0,0,0,0,3,2,1,3
2,777.421,6,4,2,4,17623,0,0,4,0,1,0,4,0,0,1,0,1,1,4,2,6
1049,168.65,25,22,24,22,17623,0,0,22,216,0,0,24,0,0,0,0,0,0,19,212,231
3,569.494,5,4,2,3,6,4,0,4,2,1,0,4,0,0,0,0,0,0,1,5,6
1,12.086,5,3,2,2,122,292,277,3,0,0,0,4,0,0,0,0,0,2,3,0,3
2,62.918,9,4,8,4,17623,0,0,4,7,2,0,4,0,0,1,0,0,0,4,2,6
2,28.252,3,3,2,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
2,218.415,5,3,1,3,17623,0,0,3,0,0,0,4,0,0,0,0,0,3,2,1,3
3,421.244,6,3,1,2,249,375,145,3,0,0,0,2,0,0,0,0,0,4,1,2,3
4,377.079,11,4,5,3,249,375,145,4,4,0,0,9,0,0,0,0,0,0,3,3,6
11,308.809,8,5,5,4,331,99,0,5,2,0,0,12,0,0,0,0,0,5,9,1,10
16,336.336,7,7,5,7,17623,0,0,7,10,0,5,5,0,0,0,0,1,0,2,19,21
4,417.068,18,7,8,6,249,375,145,7,17,0,0,34,0,0,0,0,0,0,8,13,21
21,307.233,10,7,6,7,17623,0,0,7,15,0,0,16,0,0,0,0,0,0,6,15,21
3,299.915,9,4,4,3,331,99,0,4,0,0,0,8,0,0,0,0,0,6,5,1,6
5,412.922,15,6,9,5,118,84,22,6,1,0,0,14,0,0,0,0,0,14,6,9,15
1,18.571,4,4,3,4,17623,0,0,4,3,0,0,3,0,0,0,0,0,0,1,5,6
6,745.958,14,11,8,10,17,17,5,11,20,0,0,45,0,0,0,0,0,17,37,18,55
4,48.744,3,3,2,2,122,292,277,3,1,0,0,2,0,0,0,0,0,0,0,3,3
11,445.423,15,12,13,11,57,255,183,12,63,0,3,15,0,0,0,0,0,0,15,51,66
2,279.358,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
407,96.823,25,23,24,23,17623,0,0,23,245,0,0,24,0,0,0,0,0,0,8,245,253
1,279.347,7,4,3,3,331,99,0,4,0,0,0,3,0,0,0,0,0,6,4,2,6
9,293.129,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
205,216.262,22,21,20,21,17623,0,0,21,141,18,12,24,0,0,0,0,0,1,9,201,210
2825,4.009,25,21,24,21,17623,0,0,21,212,0,5,41,0,0,0,0,1,0,58,152,210
4,279.344,4,3,2,2,331,99,0,3,0,0,0,2,0,0,0,0,0,2,3,0,3
1,265.494,5,3,2,2,2,4,0,3,2,0,0,4,0,0,0,0,0,0,3,0,3
76,318.146,25,25,23,25,17623,0,0,25,253,0,0,46,0,0,0,0,1,0,1,299,300
3,143.36,5,3,2,2,122,292,277,3,0,0,0,4,0,0,0,0,0,2,3,0,3
2,143.351,4,3,1,2,122,292,277,3,0,0,0,2,0,0,0,0,0,2,1,2,3
48,8.759,25,19,24,19,17623,0,0,19,173,0,0,40,0,0,0,0,0,1,42,129,171
4,1.814,25,3,24,3,17623,0,0,3,0,0,0,6,0,0,2,0,3,16,3,0,3
681,2.997,25,24,24,24,17623,0,0,24,260,0,0,24,0,0,0,0,0,0,32,244,276
18,644.847,25,15,21,14,104,18,6,15,63,6,8,46,0,0,2,0,5,5,26,79,105
2,434.526,6,4,3,3,331,99,0,4,2,0,0,6,0,0,0,0,0,0,2,4,6
6,390.2,7,3,2,2,249,375,145,3,0,0,0,6,0,0,0,0,0,4,3,0,3
1503,44.704,25,25,24,25,17623,0,0,25,231,32,12,22,0,1,2,0,0,0,21,279,300
10,390.012,14,7,10,6,118,84,22,7,9,0,1,31,0,0,0,0,2,6,11,10,21
11,217.315,6,3,1,2,57,255,183,3,0,0,0,0,0,0,0,0,0,8,3,0,3
3,275.847,6,4,1,3,331,99,0,4,0,0,0,3,0,0,0,0,2,4,3,3,6
9,492.96,20,7,13,6,249,375,145,7,14,0,5,23,0,0,3,0,4,0,9,12,21
56,142.391,25,20,24,20,17623,0,0,20,208,0,0,36,0,0,0,0,0,1,41,149,190
415,136.408,25,20,23,20,1,0,0,20,180,10,3,48,0,0,2,0,0,2,19,171,190
86,109.001,25,17,23,17,6,0,0,17,186,2,0,24,0,0,0,0,0,0,48,88,136
10,130.496,25,8,24,8,17623,0,0,8,17,1,2,37,0,0,3,0,4,19,14,14,28
3,273.153,5,4,3,3,331,99,0,4,1,0,0,5,0,0,0,0,0,2,5,1,6
6,378.334,16,4,6,3,249,375,145,4,4,0,0,20,0,0,0,0,0,0,4,2,6
10,441.548,17,9,13,8,331,99,0,9,8,7,2,23,0,0,6,0,2,10,13,23,36
55,234.876,25,19,21,18,6,4,0,19,148,2,0,54,0,0,0,0,0,2,51,120,171
59,212.838,17,16,16,16,17623,0,0,16,97,6,8,14,0,0,0,0,1,0,9,111,120
169,214.52,25,24,25,24,17623,0,0,24,279,0,0,0,0,0,0,0,0,0,3,273,276
3,151.859,4,3,4,3,17623,0,0,3,1,0,0,2,0,0,0,0,0,0,0,3,3
3,56.75,4,3,3,3,17623,0,0,3,2,0,0,2,0,0,0,0,0,0,1,2,3
2,34.901,5,4,4,4,17623,0,0,4,4,0,0,4,0,0,0,0,0,0,2,4,6
119,126.355,25,21,25,21,17623,0,0,21,238,0,0,0,0,0,0,0,0,0,24,186,210
19,271.74,20,13,17,12,331,99,0,13,67,10,0,20,0,0,1,0,0,0,24,54,78
325,275.813,25,20,22,20,17623,0,0,20,153,0,0,76,0,0,0,0,0,1,31,159,190
10,662.022,14,9,11,9,56,0,0,9,21,0,0,20,0,0,0,0,1,2,9,27,36
7,342.511,6,4,1,3,92,138,8,4,2,0,0,7,0,0,0,0,0,1,4,2,6
34,240.29,25,21,23,20,92,138,8,21,217,5,4,30,0,0,2,0,1,0,31,179,210
2,338.295,7,3,2,2,249,375,145,3,1,0,0,6,0,0,0,0,0,0,1,2,3
4,331.169,5,3,1,2,118,84,22,3,0,0,0,4,0,0,0,0,0,3,2,1,3
4,217.895,4,3,2,2,331,99,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3
3,668.071,4,3,2,3,17623,0,0,3,0,0,0,2,0,0,0,0,0,2,1,2,3
